ID продукта,Название продукта,Категория,Цена,Рейтинг,Количество отзывов,Количество на складе,Скидка,Продажи,Дата добавления,Город
852,Танга,Нижнее белье,207.49,3.5,4379,311,0.06,481,2023-10-30,Spokane
853,Трусы-боксеры,Нижнее белье,228.18,3.0,569,589,0.05,421,2023-07-24,Columbia
854,Трусы-боксеры,Нижнее белье,172.76,3.8,1223,100,0.46,1609,2023-12-24,Denver
855,Трусы-боксеры,Нижнее белье,125.44,2.2,220,594,0.12,521,2024-06-08,Indianapolis
856,Трусы,Нижнее белье,324.96,3.9,4310,971,0.12,100,2024-06-03,Charleston
857,Трусы-боксеры,Нижнее белье,426.75,4.0,3134,632,0.16,104,2023-09-26,Birmingham
858,Трусы-боксеры,Нижнее белье,308.02,2.8,3099,681,0.46,1651,2024-04-04,Columbia
859,Трусы,Нижнее белье,242.41,1.7,2415,250,0.03,1954,2023-12-21,Cape Coral
860,Трусы,Нижнее белье,340.28,1.1,918,149,0.04,58,2023-07-24,San Francisco
861,Трусы,Нижнее белье,135.64,4.7,3815,246,0.4,1262,2023-12-27,Tucson
862,Танга,Нижнее белье,216.16,3.0,3799,688,0.36,1103,2023-12-10,Oklahoma City
863,Трусы,Нижнее белье,361.51,2.8,4573,925,0.48,1237,2023-07-06,Washington
864,Трусы,Нижнее белье,432.85,2.9,587,310,0.02,707,2023-06-27,Baltimore
865,Танга,Нижнее белье,109.96,4.3,4020,83,0.03,667,2024-05-27,Grand Rapids
866,Трусы-боксеры,Нижнее белье,206.83,3.0,2084,332,0.33,44,2023-11-19,Brooklyn
867,Трусы,Нижнее белье,261.46,3.9,18,364,0.1,1784,2024-02-16,Provo
868,Танга,Нижнее белье,194.17,4.3,4150,777,0.23,1320,2023-10-25,Provo
869,Трусы-боксеры,Нижнее белье,230.62,2.0,1467,127,0.03,391,2023-12-02,Bonita Springs
870,Танга,Нижнее белье,481.09,3.5,4144,776,0.02,1081,2023-12-10,Oakland
871,Трусы,Нижнее белье,239.18,3.4,2194,483,0.28,1676,2023-07-14,Rochester
872,Танга,Нижнее белье,447.72,2.7,4016,803,0.24,1289,2024-03-09,Columbia
873,Трусы,Нижнее белье,455.34,4.1,2266,532,0.47,79,2023-08-05,Salt Lake City
874,Трусы,Нижнее белье,259.39,2.8,693,24,0.48,631,2023-09-09,Memphis
875,Трусы,Нижнее белье,168.92,4.8,4114,383,0.35,236,2023-09-09,Birmingham
876,Трусы,Нижнее белье,50.46,1.6,4734,236,0.26,54,2023-12-23,Birmingham
877,Трусы-боксеры,Нижнее белье,436.14,2.9,372,972,0.17,200,2023-07-11,Tampa
878,Трусы-боксеры,Нижнее белье,407.23,4.8,3189,702,0.31,314,2023-09-10,Washington
879,Трусы-боксеры,Нижнее белье,16.96,2.0,574,573,0.35,1552,2023-07-23,Phoenix
880,Трусы,Нижнее белье,434.92,4.8,1104,550,0.2,428,2023-11-28,San Juan
881,Масляный фильтр,Автозапчасти,254.18,3.4,1992,195,0.27,13,2023-07-23,Allentown
882,Масляный фильтр,Автозапчасти,54.37,3.7,528,797,0.39,1634,2023-09-07,Raleigh
883,Тормозные колодки,Автозапчасти,448.91,1.1,3336,270,0.02,1723,2023-11-11,Pittsburgh
884,Свечи зажигания,Автозапчасти,177.61,4.2,3392,724,0.11,640,2024-06-02,Long Beach
885,Свечи зажигания,Автозапчасти,80.34,1.7,4198,891,0.26,1903,2024-05-16,Dayton
886,Автомобильный аккумулятор,Автозапчасти,433.08,1.6,988,81,0.43,821,2023-10-02,Denton
887,Масляный фильтр,Автозапчасти,192.3,1.4,2440,712,0.12,1278,2023-12-16,Louisville
888,Свечи зажигания,Автозапчасти,279.67,3.1,2205,3,0.42,959,2023-11-21,Fresno
889,Масляный фильтр,Автозапчасти,267.79,3.8,3350,815,0.37,677,2023-08-06,Virginia Beach
890,Автомобильный аккумулятор,Автозапчасти,412.66,1.6,1158,696,0.02,617,2024-01-31,Fresno
891,Автомобильный аккумулятор,Автозапчасти,104.21,2.2,4681,462,0.29,121,2024-05-26,Concord
892,Автомобильный аккумулятор,Автозапчасти,208.5,1.0,2042,502,0.25,1697,2023-11-27,Philadelphia
893,Масляный фильтр,Автозапчасти,302.11,4.0,417,555,0.34,325,2023-12-17,Bridgeport
894,Тормозные колодки,Автозапчасти,235.56,1.9,2261,853,0.48,1602,2023-07-16,San Jose
895,Тормозные колодки,Автозапчасти,180.43,3.5,3905,3,0.04,599,2024-05-26,Mesa
896,Автомобильный аккумулятор,Автозапчасти,114.64,2.6,1993,904,0.11,722,2023-09-09,New Haven
897,Автомобильный аккумулятор,Автозапчасти,434.45,4.5,4354,323,0.12,1191,2023-12-19,Bronx
898,Масляный фильтр,Автозапчасти,185.74,2.1,4568,295,0.05,813,2023-07-14,Las Vegas
899,Тормозные колодки,Автозапчасти,186.24,3.7,1767,240,0.03,769,2023-10-07,Hartford
900,Тормозные колодки,Автозапчасти,210.5,2.3,4266,473,0.22,1130,2023-07-25,Dayton
901,Свечи зажигания,Автозапчасти,409.89,4.9,3686,550,0.03,1848,2023-12-14,El Paso
902,Тормозные колодки,Автозапчасти,308.74,4.7,3957,335,0.28,1570,2023-09-27,Hartford
903,Автомобильный аккумулятор,Автозапчасти,173.55,3.3,2886,116,0.28,1897,2024-02-17,Rochester
904,Масляный фильтр,Автозапчасти,227.87,1.1,4934,65,0.46,446,2024-05-23,Bonita Springs
905,Тормозные колодки,Автозапчасти,35.83,2.8,2758,550,0.46,394,2023-07-22,New York
906,Тормозные колодки,Автозапчасти,159.02,3.5,1189,641,0.45,1875,2024-03-15,San Francisco
907,Свечи зажигания,Автозапчасти,325.51,4.3,3748,48,0.32,1813,2024-02-19,San Jose
908,Свечи зажигания,Автозапчасти,133.39,4.3,1397,372,0.43,1778,2023-07-28,Queens
909,Масляный фильтр,Автозапчасти,139.91,2.7,81,86,0.08,821,2023-06-20,Providence
910,Свечи зажигания,Автозапчасти,249.39,3.1,1932,680,0.13,1860,2024-03-12,Tulsa
911,Тормозные колодки,Автозапчасти,73.25,4.0,3933,313,0.31,1945,2024-02-05,Buffalo
912,Свечи зажигания,Автозапчасти,76.47,2.0,2597,452,0.47,737,2024-04-20,Harrisburg
913,Свечи зажигания,Автозапчасти,232.42,3.0,1928,575,0.14,636,2023-12-16,Springfield
914,Свечи зажигания,Автозапчасти,498.86,2.1,4124,371,0.33,1893,2023-11-22,Salt Lake City
915,Свечи зажигания,Автозапчасти,119.27,2.6,1125,45,0.01,1187,2024-02-22,Houston
916,Масляный фильтр,Автозапчасти,440.87,3.1,3362,670,0.13,896,2023-09-05,Kansas City
917,Свечи зажигания,Автозапчасти,225.17,1.2,1074,897,0.41,491,2024-04-04,Raleigh
918,Тормозные колодки,Автозапчасти,219.18,2.9,4284,414,0.32,1099,2023-12-31,Charlotte
919,Масляный фильтр,Автозапчасти,466.42,2.4,3055,688,0.49,1412,2023-11-07,Harrisburg
920,Тормозные колодки,Автозапчасти,377.28,3.8,2302,235,0.03,1284,2023-10-02,San Diego
921,Зарядное устройство,Аксессуары для мобильных телефонов,331.2,1.2,258,947,0.36,524,2023-11-17,Provo
922,Зарядное устройство,Аксессуары для мобильных телефонов,252.05,4.5,2202,677,0.25,1853,2023-06-20,Sacramento
923,Защитная пленка,Аксессуары для мобильных телефонов,469.45,2.4,4724,198,0.1,532,2023-11-25,Phoenix
924,Зарядное устройство,Аксессуары для мобильных телефонов,319.21,1.1,4343,787,0.26,1325,2024-05-12,St. Louis
925,Защитная пленка,Аксессуары для мобильных телефонов,177.77,3.2,3342,605,0.38,1820,2024-03-24,Oklahoma City
926,Наушники-вкладыши,Аксессуары для мобильных телефонов,102.23,1.7,838,406,0.2,1116,2023-07-12,St. Louis
927,Защитная пленка,Аксессуары для мобильных телефонов,34.01,3.3,4468,224,0.27,1272,2024-03-13,New York
928,Наушники-вкладыши,Аксессуары для мобильных телефонов,483.61,2.8,1840,938,0.42,839,2023-11-10,Richmond
929,Чехол для телефона,Аксессуары для мобильных телефонов,340.86,1.8,4771,872,0.06,1837,2023-07-26,Provo
930,Чехол для телефона,Аксессуары для мобильных телефонов,382.03,3.5,3497,947,0.17,1148,2024-04-06,Portland
931,Защитная пленка,Аксессуары для мобильных телефонов,293.59,3.5,1601,825,0.35,1622,2024-06-10,Pittsburgh
932,Наушники-вкладыши,Аксессуары для мобильных телефонов,339.69,3.0,4631,367,0.15,1984,2023-11-16,Concord
933,Зарядное устройство,Аксессуары для мобильных телефонов,479.41,1.1,3549,104,0.08,45,2023-08-06,Fort Worth
934,Зарядное устройство,Аксессуары для мобильных телефонов,116.69,3.5,1836,921,0.24,535,2024-05-08,Manhattan
935,Наушники-вкладыши,Аксессуары для мобильных телефонов,255.3,4.6,2063,570,0.32,1973,2023-11-18,Boise
936,Наушники-вкладыши,Аксессуары для мобильных телефонов,291.23,2.4,2752,846,0.25,1603,2023-08-18,Little Rock
937,Чехол для телефона,Аксессуары для мобильных телефонов,208.68,4.9,1505,102,0.45,177,2023-11-10,Bronx
938,Зарядное устройство,Аксессуары для мобильных телефонов,133.64,4.7,2096,537,0.1,175,2024-03-25,St. Louis
939,Защитная пленка,Аксессуары для мобильных телефонов,454.42,1.7,1667,275,0.23,675,2023-08-29,San Diego
940,Наушники-вкладыши,Аксессуары для мобильных телефонов,265.23,2.9,546,111,0.41,35,2023-11-08,New York
941,Наушники-вкладыши,Аксессуары для мобильных телефонов,217.24,4.2,4402,533,0.23,1132,2023-06-21,Kansas City
942,Чехол для телефона,Аксессуары для мобильных телефонов,277.04,1.3,2739,180,0.08,1487,2023-12-26,Denver
943,Защитная пленка,Аксессуары для мобильных телефонов,273.27,3.7,2431,811,0.31,38,2023-09-01,Louisville
944,Защитная пленка,Аксессуары для мобильных телефонов,94.38,2.7,4766,242,0.42,1997,2024-04-24,Bonita Springs
945,Чехол для телефона,Аксессуары для мобильных телефонов,99.88,1.0,4025,870,0.07,946,2024-06-10,Miami
946,Зарядное устройство,Аксессуары для мобильных телефонов,119.57,4.4,3665,655,0.22,540,2023-09-16,Dallas
947,Зарядное устройство,Аксессуары для мобильных телефонов,48.37,3.3,505,105,0.22,1194,2023-07-11,Tucson
948,Чехол для телефона,Аксессуары для мобильных телефонов,438.62,3.9,4067,99,0.44,1597,2023-12-10,Manhattan
949,Чехол для телефона,Аксессуары для мобильных телефонов,320.26,3.9,4727,681,0.01,1884,2023-09-26,Oakland
950,Защитная пленка,Аксессуары для мобильных телефонов,234.29,1.4,3302,719,0.47,1922,2024-02-19,Houston
951,Защитная пленка,Аксессуары для мобильных телефонов,95.24,1.2,4969,721,0.46,1555,2024-04-15,Virginia Beach
952,Наушники-вкладыши,Аксессуары для мобильных телефонов,499.68,1.8,886,461,0.34,1075,2023-08-24,Tampa
953,Наушники-вкладыши,Аксессуары для мобильных телефонов,256.41,4.2,926,556,0.48,1055,2023-08-28,Madison
954,Защитная пленка,Аксессуары для мобильных телефонов,265.65,1.9,1052,642,0.1,252,2023-08-31,Fresno
955,Чехол для телефона,Аксессуары для мобильных телефонов,177.69,4.9,4525,579,0.21,1164,2023-10-25,Atlanta
956,Наушники-вкладыши,Аксессуары для мобильных телефонов,77.49,1.2,1468,757,0.03,575,2024-05-12,Provo
957,Наушники-вкладыши,Аксессуары для мобильных телефонов,395.39,2.0,1645,580,0.22,811,2023-07-18,Mesa
958,Наушники-вкладыши,Аксессуары для мобильных телефонов,492.03,2.4,3142,766,0.18,1590,2023-07-25,Boston
959,Чехол для телефона,Аксессуары для мобильных телефонов,26.86,3.5,810,187,0.3,809,2023-11-21,Concord
960,Чехол для телефона,Аксессуары для мобильных телефонов,360.33,2.0,2705,596,0.31,947,2024-04-27,Orlando
961,Плед,Одеяла,438.03,1.9,3697,490,0.37,891,2024-05-13,Bakersfield
962,Плед,Одеяла,442.17,4.8,4376,274,0.2,718,2023-07-20,Raleigh
963,Электрическое одеяло,Одеяла,14.22,1.1,2073,26,0.23,1919,2023-12-25,Jacksonville
964,Флисовое одеяло,Одеяла,217.12,3.9,4324,978,0.13,527,2023-09-07,Houston
965,Электрическое одеяло,Одеяла,298.33,1.8,2153,731,0.03,1712,2023-09-04,Madison
966,Флисовое одеяло,Одеяла,136.57,4.5,2720,618,0.22,1770,2024-05-25,Rochester
967,Утяжеленное одеяло,Одеяла,37.31,4.6,3788,550,0.25,1711,2023-10-15,Staten Island
968,Утяжеленное одеяло,Одеяла,152.59,4.5,677,105,0.36,1946,2024-04-01,Atlanta
969,Плед,Одеяла,104.23,2.9,3257,69,0.42,1269,2023-09-24,Phoenix
970,Утяжеленное одеяло,Одеяла,271.2,3.5,1301,562,0.06,454,2024-02-29,Cincinnati
971,Утяжеленное одеяло,Одеяла,465.67,2.8,1417,500,0.15,1544,2024-03-25,Ogden
972,Плед,Одеяла,209.1,4.7,1209,33,0.06,130,2024-02-13,San Jose
973,Электрическое одеяло,Одеяла,336.54,2.1,2544,402,0.05,614,2023-07-19,Tampa
974,Плед,Одеяла,481.48,4.9,120,605,0.24,128,2024-03-13,Portland
975,Плед,Одеяла,311.1,4.6,332,296,0.17,1196,2023-11-17,Pittsburgh
976,Плед,Одеяла,118.14,3.1,4234,502,0.4,28,2024-01-21,Phoenix
977,Плед,Одеяла,111.33,4.7,1865,944,0.48,63,2023-10-13,San Jose
978,Утяжеленное одеяло,Одеяла,141.74,5.0,1906,231,0.07,1218,2023-07-14,Birmingham
979,Плед,Одеяла,311.98,1.2,3985,392,0.31,1172,2023-10-07,Staten Island
980,Флисовое одеяло,Одеяла,206.17,4.8,4293,555,0.24,1452,2024-05-26,Pittsburgh
981,Электрическое одеяло,Одеяла,347.7,2.4,4994,75,0.41,961,2023-10-08,Sacramento
982,Утяжеленное одеяло,Одеяла,404.51,4.4,392,84,0.48,610,2023-07-01,Harrisburg
983,Флисовое одеяло,Одеяла,194.73,4.9,3677,173,0.01,219,2024-05-12,Bakersfield
984,Электрическое одеяло,Одеяла,80.1,1.1,616,538,0.47,870,2024-03-03,Miami
985,Флисовое одеяло,Одеяла,177.42,4.8,340,860,0.36,1340,2024-05-05,Oakland
986,Плед,Одеяла,345.37,3.0,2975,25,0.24,1346,2023-10-31,Bakersfield
987,Флисовое одеяло,Одеяла,94.47,4.5,3979,559,0.08,370,2023-08-26,Indianapolis
988,Плед,Одеяла,383.64,3.3,1228,696,0.4,386,2023-08-08,Ogden
989,Плед,Одеяла,255.92,2.8,1781,160,0.07,1969,2023-11-13,Boston
990,Плед,Одеяла,409.36,2.0,550,600,0.05,991,2023-10-02,Richmond
991,Плед,Одеяла,48.75,2.8,2737,588,0.48,991,2024-05-28,Ogden
992,Плед,Одеяла,57.35,2.1,4264,329,0.44,1328,2024-01-18,Richmond
993,Электрическое одеяло,Одеяла,214.76,1.2,527,226,0.08,1564,2024-01-13,Akron
994,Флисовое одеяло,Одеяла,61.84,3.0,1176,788,0.47,56,2023-12-09,Long Beach
995,Утяжеленное одеяло,Одеяла,269.34,3.3,2513,662,0.17,800,2023-10-25,San Antonio
996,Плед,Одеяла,207.72,2.3,1973,16,0.46,325,2024-02-13,Baton Rouge
997,Флисовое одеяло,Одеяла,268.6,3.2,841,201,0.39,1546,2023-07-01,Worcester
998,Плед,Одеяла,92.74,2.8,3454,880,0.02,1295,2023-10-29,Raleigh
999,Утяжеленное одеяло,Одеяла,152.28,1.3,2850,752,0.34,1962,2023-10-28,Nashville
1000,Плед,Одеяла,136.53,2.0,4055,282,0.38,1089,2024-01-27,San Francisco
